Znak,P1_1,P1_2,P2_1,P2_2,P3_1,P3_2,P4_1,P4_2,P5_1,P5_2
s,16528,13190,16052,17448,16731,20296,17723,14382,12919,16618
s,16528,13195,16055,17451,16869,20299,17720,14375,12925,16622
s,16527,13189,16049,17443,17926,20300,17739,14389,12928,16630
s,16526,13187,16044,17422,16728,20301,17839,14451,12990,16717
s,16526,13191,16045,17432,16734,20299,17785,14412,12966,16685
s,16526,13192,16053,17442,16731,20299,17737,14383,12925,16632
s,16526,13195,16051,17469,16727,20284,17651,14306,12740,16579
s,16525,13189,16046,17431,16814,20299,17793,14429,12962,16679
s,16523,13183,16046,17417,19567,20295,17887,14502,13023,16772
s,16523,13189,16044,17422,16731,20302,17819,14445,12977,16707
s,16523,13191,16050,17440,16756,20299,17767,14415,12946,16663
s,16523,13191,16048,17449,16728,20291,17695,14361,12906,16597
s,16522,13186,16044,17425,16732,20300,17808,14438,12968,16695
s,16521,13182,16045,17407,19333,20299,17886,14504,13028,16769
s,16521,13184,16045,17423,19378,20297,17887,14484,13012,16744
s,16520,13174,16043,17297,16738,20299,17929,14530,13038,16800
s,16520,13177,16042,17322,16741,20301,17928,14532,13043,16803
s,16518,13177,16040,17292,16736,20300,17942,14525,13047,16799
s,16517,13180,16043,17299,16738,20300,17917,14525,13044,16788
s,16517,13179,16042,17411,19548,20291,17894,14515,13028,16763
s,16516,13170,16038,17283,16733,20301,17963,14548,13061,16832
s,16516,13175,16041,17292,16736,20298,17931,14526,13045,16797
s,16515,13170,16039,17278,16731,20301,17972,14558,13064,16838
s,16515,13170,16040,17282,16735,20302,17978,14565,13063,16827
s,16514,13172,16040,17284,16733,20296,17929,14530,13042,16780
s,16514,13173,16041,17289,16734,20301,17940,14519,13036,16792
s,16512,13170,16037,17268,16729,20303,17983,14543,13062,16812
s,16511,13170,16035,17259,16728,20300,17967,14547,13051,16828
s,16510,13165,16030,17246,16725,20302,17972,14531,13048,16849
s,16510,13169,16033,17265,16727,20298,17984,14557,13072,16842
s,16509,13164,16033,17239,16726,20306,17996,14556,13064,16834
s,16509,13169,16033,17259,16725,20303,17978,14540,13063,16835
s,16508,13169,16032,17252,16724,20301,17967,14535,13035,16800
s,16508,13168,16030,17253,16730,20302,17980,14555,13058,16835
s,16508,13171,16035,17268,16731,20301,17975,14551,13058,16836
s,16507,13167,16030,17243,16726,20300,17988,14561,13067,16835
s,16505,13161,16029,17231,16722,20306,18019,14547,13064,16846
s,16504,13158,16027,17213,16720,20306,18028,14568,13063,16864
s,16503,13156,16024,17209,16722,20302,18029,14572,13062,16865
s,16503,13158,16026,17216,16719,20305,18025,14565,13066,16853
s,16502,13156,16031,17220,16722,20302,18019,14576,13064,16859
s,16502,13160,16029,17224,16721,20305,18028,14564,13059,16850
s,16501,13155,16024,17196,16716,20306,18014,14558,13053,16844
s,16500,13152,16026,17194,16718,20303,18008,14545,13038,16839
s,16500,13156,16026,17201,16718,20303,18048,14582,13068,16864
s,16500,13157,16026,17204,16719,20301,18028,14569,13067,16861
s,16498,13142,16021,17168,17114,20308,18050,14585,13064,16875
s,16497,13146,16022,17180,16714,20303,18021,14558,13037,16853
s,16495,13141,16018,17157,17855,20306,18057,14572,13055,16857
s,16495,13147,16023,17174,16714,20305,18045,14563,13048,16859
s,16494,13130,16014,17129,16700,20315,18037,14556,13031,16834
s,16494,13138,16018,17143,18328,20311,18061,14570,13048,16875
s,16494,13139,16019,17152,18316,20310,18050,14569,13050,16858
s,16493,13134,16012,17134,16706,20312,18035,14558,13041,16844
s,16492,13138,16017,17138,17631,20313,18061,14575,13056,16864
s,16492,13142,16022,17162,17422,20304,18044,14568,13049,16865
s,16489,13121,16008,17116,16698,20320,18043,14539,13022,16834
s,16489,13124,16013,17125,16702,20319,18031,14544,13024,16831
s,16488,13119,16007,17109,16698,20323,18061,14564,13038,16843
s,16488,13121,16012,17121,16697,20321,18042,14551,13032,16841
s,16487,13113,16008,17092,16692,20325,18055,14555,13037,16859
s,16487,13117,16006,17103,16694,20325,18054,14552,13037,16848
s,16484,13100,15999,17069,16684,20330,18082,14555,13035,16850
s,16482,13098,15999,17052,16678,20340,18068,14561,13049,16864
s,16482,13108,16003,17085,16689,20328,18063,14566,13047,16855
s,16481,13065,15959,16974,16643,20401,18088,14534,13015,16857
s,16480,13074,15980,17004,16658,20384,18095,14540,13023,16866
s,16480,13106,15998,17078,16683,20329,18060,14557,13044,16861
s,16479,13082,15984,17015,16665,20369,18103,14547,13018,16851
s,16478,13071,15973,16995,16652,20393,18097,14535,13010,16843
s,16477,13050,15931,16953,16628,20410,18094,14527,13024,16868
s,16477,13087,15989,17029,16670,20352,18056,14519,13018,16848
s,16475,13027,15886,17138,16593,20425,18095,14498,13003,16847
s,16472,13017,15864,17224,16577,20442,18095,14496,12990,16837
s,16471,13008,15860,17221,16570,20441,18102,14484,13001,16847
s,16467,12991,15849,17209,16560,20437,18079,14462,12979,16832
s,16411,26632,24248,17639,16820,19843,17636,14787,13257,16580
s,16411,26644,23172,17640,16820,19841,18471,15287,13729,17188
s,16410,26643,22908,17642,16820,19840,18439,15253,13682,17146
s,16410,26648,22763,17645,16817,19842,18336,15176,13619,17081
s,16410,24778,22638,17618,16817,19837,19488,16121,14461,18124
s,16410,26427,23079,17609,16821,19836,19591,16214,14543,18227
s,16409,26646,22515,17642,16817,19840,18332,15189,13656,17092
s,16409,26646,22206,17645,16815,19842,18296,15128,13591,17026
s,16409,26500,25044,17671,16811,19846,19393,16059,14413,18040
s,16409,24683,22935,17634,16816,19841,19446,16090,14444,18151
s,16408,26587,21514,17639,16823,19843,17768,14692,13157,16356
s,16408,24568,25236,17666,16814,19844,19435,16090,14452,18104
s,16407,25867,18098,17550,16823,19824,19592,16210,14541,18232
s,16406,26683,24668,17629,16832,19845,18095,14958,13448,16854
s,16406,26681,24613,17635,16832,19847,18564,15365,13804,17287
s,16406,26239,25033,17664,16809,19840,19393,16061,14412,18047
s,16405,26675,24621,17632,16832,19845,18067,14799,13393,16691
s,16404,26682,24756,17628,16833,19844,18024,14868,13460,16863
s,16404,26569,16207,17636,16833,19844,18543,15358,13765,17231
s,16404,26631,20447,17636,16832,19844,18503,15299,13710,17140
s,16403,25604,24727,17623,16833,19845,18190,15053,13511,16902
s,16403,26540,24778,17626,16833,19846,18133,14992,13522,16876
s,16403,26685,24561,17630,16833,19845,18067,15020,13430,16868
s,16401,26686,24467,17621,16834,19842,18181,15043,13509,16919
s,16401,26549,24621,17623,16832,19845,18219,15065,13531,16949
s,16401,26584,24626,17625,16832,19843,18244,15091,13566,16969
s,16400,11380,15754,17236,16765,20104,18466,15049,13209,16761
s,16400,11386,15757,17225,16767,20101,18463,15056,13213,16768
s,16399,11381,15753,17235,16766,20103,18472,15057,13214,16763
s,16398,11385,15764,17226,16772,20100,18462,15054,13213,16765
s,16397,11379,15755,17228,16771,20105,18464,15047,13214,16759
s,16397,11378,15755,17231,16771,20106,18466,15045,13209,16756
s,16397,11294,15787,17120,16784,20091,18459,15055,13220,16763
s,16397,26673,24658,17615,16831,19841,18349,15178,13640,17075
s,16396,11378,15755,17229,16769,20105,18462,15046,13209,16756
s,16396,11381,15754,17234,16766,20103,18467,15047,13210,16761
s,16396,11392,15772,17162,16779,20094,18457,15051,13211,16760
s,16395,11379,15755,17225,16770,20105,18474,15055,13216,16764
s,16395,11916,16122,17246,16814,20130,19828,16218,21660,18440
s,16395,11984,16129,17233,16818,20131,19826,16222,21505,18442
s,16394,11744,16100,17238,16797,20129,19858,16240,19604,18457
s,16394,11742,16101,17241,16796,20127,19863,16240,19485,18459
s,16394,11814,16105,17248,16802,20132,19860,16239,19385,18459
s,16394,11918,16120,17249,16814,20133,19829,16220,21713,18439
s,16394,11940,16123,17236,16817,20131,19828,16219,21690,18434
s,16394,26318,24328,17592,16834,19839,18672,15427,13858,17376
s,16394,25788,24591,17593,16832,19840,18674,15430,13847,17340
s,16393,11376,15754,17222,16769,20101,18469,15050,13218,16767
s,16393,11380,15754,17228,16770,20103,18466,15052,13218,16769
s,16393,11378,15754,17226,16768,20106,18468,15051,13215,16762
s,16393,11736,16098,17234,16793,20129,19846,16226,20247,18448
s,16393,26369,24117,17590,16835,19838,18662,15417,13844,17349
s,16392,11645,16093,17231,16789,20127,19846,16229,20101,18443
s,16392,11761,16104,17244,16799,20131,19860,16240,19345,18458
s,16392,11718,16104,17247,16800,20129,19854,16237,19519,18458
s,16392,11853,16110,17248,16799,20129,19860,16239,19301,18462
s,16392,11995,16135,17199,16821,20129,19832,16225,14975,18510
s,16392,26538,24939,17584,16835,19838,18629,15404,13819,17340
s,16392,26503,24775,17587,16835,19837,18691,15442,13864,17369
s,16392,23680,24065,17588,16834,19838,18660,15424,13849,17362
s,16391,11377,15753,17225,16772,20102,18466,15051,13214,16762
s,16391,11708,16094,17231,16790,20128,19843,16223,20384,18439
s,16391,11833,16109,17248,16803,20129,19866,16244,19464,18464
s,16391,26162,25072,17572,16835,19838,18267,15094,13565,16973
s,16391,26643,24958,17580,16835,19838,17851,14769,13235,16648
s,16391,26596,24744,17581,16836,19837,17965,14884,13395,17327
s,16390,11375,15753,17222,16768,20102,18465,15052,13217,16766
s,16390,11374,15754,17224,16770,20104,18469,15050,13215,16769
s,16390,26359,25045,17578,16836,19838,17862,14807,13289,16689
s,16390,11340,16078,17192,16786,20125,19790,16178,20574,18398
s,16390,11364,16084,17201,16787,20126,19808,16189,20862,18402
s,16389,10116,16052,17044,16779,20122,19863,16220,21019,18435
s,16389,11119,16075,17172,16784,20124,19788,16167,20787,18374
s,16389,11568,16087,17217,16786,20126,19851,16226,20038,18443
s,16388,26668,25414,17565,16837,19837,18429,15228,13678,17148
s,16388,10979,16073,17150,16782,20125,19789,16167,20815,18380
s,16388,11444,16084,17210,16786,20125,19811,16193,20727,18409
s,16387,11372,15754,17223,16768,20101,18467,15046,13217,16763
s,16387,26506,25357,17558,16839,19837,18512,15291,13722,17198
s,16387,26629,25418,17562,16837,19834,18466,15255,13698,17169
s,16387,10848,16069,17126,16782,20124,19797,16176,20813,18383
s,16386,12009,17368,17133,16823,20118,19904,16286,14868,18509
s,16386,26690,24796,17556,16838,19835,18506,15282,13725,17206
s,16386,10554,16063,17095,16781,20124,19818,16190,20827,18397
s,16385,11374,15748,17215,16764,20098,18463,15044,13212,16759
s,16385,11376,15752,17220,16766,20101,18458,15041,13212,16756
s,16385,12022,24534,17005,16834,20096,19924,16308,15132,18521
s,16385,26222,25859,17545,16840,19830,18549,15323,13748,17241
s,16385,26581,25381,17560,16836,19833,18486,15266,13698,17184
s,16384,26675,25670,17550,16838,19832,18531,15305,13739,17222
s,16384,26686,23783,17554,16838,19833,18514,15289,13730,17213
s,16383,12031,16145,17109,16844,20053,20028,16411,14938,18568
s,16383,12065,16156,17942,16859,19979,20033,16466,14957,18512
s,16383,12071,22060,18696,16863,19950,19885,16423,14839,18240
s,16383,26637,25781,17548,16839,19832,18555,15321,13756,17224
s,16382,9641,18286,16960,16771,20119,19881,16244,21010,18469
s,16379,26573,25859,17540,16836,19826,18550,15313,13749,17232
s,16378,26627,25892,17531,16836,19825,18198,14977,13457,16830
s,16377,12715,16087,17263,16866,20255,19949,16277,19601,18476
s,16377,26639,25832,17531,16840,19827,18049,14905,13408,16707
s,16376,12667,16087,17244,16866,20256,19934,16269,20276,18475
s,16375,26660,25953,17524,16847,19823,18192,15039,13473,16878
s,16375,26656,25905,17525,16843,19823,18264,15029,13495,16934
s,16375,24071,25776,17528,16843,19825,18152,14496,13352,16502
s,16374,12710,16080,17257,16864,20254,19953,16282,19444,18491
s,16374,12713,16081,17258,16865,20258,19952,16281,19642,18482
s,16374,26658,25952,17520,16845,19824,18284,15064,13483,16860
s,16374,26571,25563,17526,16845,19824,18352,15138,13575,17001
s,16373,12712,16080,17257,16863,20257,19953,16278,19899,18479
s,16373,12713,16087,17260,16866,20257,19950,16275,19620,18486
s,16373,26643,25954,17516,16844,19823,18296,15106,13557,17006
s,16372,12709,16079,17254,16862,20257,19959,16286,19789,18486
s,16372,26653,25948,17512,16845,19822,18429,15046,13478,16860
s,16372,25936,21488,17379,16817,19712,20222,16634,14557,18174
s,16371,12709,16075,17249,16862,20253,19958,16282,19937,18484
s,16371,26655,25953,17515,16846,19822,18176,15070,13522,16959
s,16370,12709,16072,17248,16865,20257,19970,16289,19858,18486
s,16370,26604,25725,17502,16846,19819,18138,14890,13443,17004
s,16370,26601,25730,17503,16847,19820,18144,14998,13456,16892
s,16369,12701,16062,17220,16864,20250,19980,16293,21285,18497
s,16369,12703,16065,17226,16862,20252,19976,16291,21324,18488
s,16369,26405,25715,17499,16847,19817,18236,15053,13509,16944
s,16369,25861,16255,17055,16804,19290,18344,15421,13804,17133
s,16368,12704,16064,17230,16864,20254,19967,16284,21264,18485
s,16367,12102,16083,17081,16867,20135,19954,16285,18570,18497
s,16365,26474,25886,17496,16848,19818,18437,15164,13610,17093
s,16364,12697,16077,17154,16879,20253,20012,16316,21642,18510
s,16364,25699,24963,17497,16849,19819,18305,15067,13535,16998
s,16363,12697,16067,17200,16873,20253,20012,16317,19905,18520
s,16363,12698,16063,17211,16868,20251,19999,16308,20848,18507
s,16363,26369,24119,17495,16849,19815,18411,15161,13587,17066
s,16363,12545,16137,17455,16636,19127,17787,15035,13402,16666
s,16362,26573,25539,17487,16849,19813,18090,15157,13697,17181
s,16362,26430,24923,17491,16851,19816,18473,15231,13657,17140
s,16361,12694,16091,17129,16891,20250,20021,16321,20732,18526
s,16361,26561,25952,17485,16851,19814,18227,15023,13470,16896
s,16358,12695,16110,17098,16904,20249,20037,16334,20339,18542
s,16357,12695,16125,17065,16917,20249,20041,16342,21186,18549
s,16355,26579,25976,17477,16847,19807,18299,15104,13534,17000
s,16352,12180,15832,17166,16855,21887,18591,15099,13232,16846
s,16352,12684,16134,17037,16925,20248,20055,16347,19735,18557
s,16351,12224,15829,17153,16854,23151,18601,15101,13235,16855
s,16350,12243,15831,17160,16857,26169,18587,15087,13228,16846
s,16350,12219,15831,17160,16855,20171,18587,15094,13231,16843
s,16350,26582,24900,17460,16860,19806,18541,15280,13683,17170
s,16349,26569,24861,17458,16859,19807,18513,15296,13707,17197
s,16348,12263,15831,17158,16853,25669,18595,15101,13235,16855
s,16348,12242,15833,17160,16855,23203,18589,15098,13232,16854
s,16348,26637,24746,17453,16860,19806,17921,14821,13296,16614
s,16347,26589,23876,17446,16860,19805,17863,14816,13243,16599
s,16347,26653,23754,17452,16861,19805,17886,14650,13137,16630
s,16346,12247,15830,17151,16851,25843,18590,15093,13229,16847
s,16346,12677,16134,17017,16927,20246,20058,16354,20522,18568
s,16346,26595,24789,17443,16859,19803,17876,14728,13230,16553
s,16345,12242,15827,17145,16852,24961,18601,15100,13228,16848
s,16345,26513,25016,17439,16861,19803,17952,14784,13271,16696
s,16344,12229,15827,17151,16853,23387,18592,15100,13234,16852
s,16344,26589,25096,17430,16860,19801,17977,14827,13301,16643
s,16344,26614,25047,17436,16861,19802,17959,14823,13333,16796
s,16343,12231,15822,17129,16850,20197,18588,15084,13216,16835
s,16343,12229,15823,17133,16848,23866,18595,15091,13229,16855
s,16343,12671,16131,17006,16925,20249,20058,16350,22948,18547
s,16343,12668,16132,17007,16925,20249,20054,16346,22946,18548
s,16343,12672,16135,17011,16926,20250,20047,16340,22941,18546
s,16343,12674,16132,17014,16926,20246,20041,16338,22934,18542
s,16343,12674,16133,17014,16927,20247,20045,16341,22446,18546
s,16342,12182,15823,17142,16848,23482,18588,15092,13228,16849
s,16341,12215,15820,17128,16848,26647,18576,15075,13202,16823
s,16340,12666,16129,17003,16925,20247,20063,16350,22966,18555
s,16340,12667,16128,17002,16928,20247,20063,16349,22952,18549
s,16340,12670,16134,17009,16924,20247,20047,16343,22943,18546
s,16340,26581,25081,26596,16855,19798,18016,14798,13281,16625
s,16339,12257,15817,17120,16844,26307,18577,15074,13204,16828
s,16339,12199,15817,17126,16847,20175,18575,15080,13215,16835
s,16338,12214,15813,17109,16842,26655,18453,14959,13072,16648
s,16338,12664,16127,16998,16925,20249,20064,16348,22960,18552
s,16336,12236,15813,17110,16840,26656,18460,14974,13122,16718
s,16336,12233,15814,17112,16842,26656,18545,15050,13193,16800
s,16336,12274,15815,17115,16843,26720,18568,15068,13203,16826
s,16335,12250,15813,17118,16844,20169,18579,15077,13206,16829
s,16334,26605,16206,26594,16864,19802,17860,14691,13194,16647
s,16333,12255,15806,17093,16837,21629,18481,14994,13131,16740
s,16333,12659,16124,16990,16923,20245,20085,16361,22982,18567
s,16332,12657,16119,16986,16921,20247,20128,16392,23025,18602
s,16332,12661,16121,16989,16923,20247,20098,16369,23001,18575
s,16332,12658,16124,16988,16924,20247,20092,16367,22994,18575
s,16330,12232,15805,17087,16834,25099,18481,14995,13131,16738
s,16330,26536,24895,17395,16864,19800,18033,14835,13309,16809
s,16329,12658,16116,16984,16921,20246,20135,16394,23027,18605
s,16329,25319,24901,17388,16868,19801,18003,14810,13311,16743
s,16328,12656,16120,16980,16923,20244,20132,16394,23030,18606
s,16327,12259,15795,17073,16826,24583,18449,14948,13087,16690
s,16327,12236,15800,17083,16830,26636,18463,14981,13126,16726
s,16327,12216,15802,17086,16832,25198,18486,14989,13130,16733
s,16327,12943,15905,17662,16736,19926,19834,16260,16773,18389
s,16326,12241,15797,17080,16830,24808,18444,14954,13095,16703
s,16326,12256,15797,17081,16833,24013,18454,14963,13106,16710
s,16326,12944,15906,17659,16732,19934,19839,16260,16700,18394
s,16326,12944,15904,17668,16734,19920,19826,16251,17102,18379
s,16326,12946,15904,17671,16734,19925,19833,16270,17153,18399
s,16326,12949,15905,17673,16735,19916,19833,16266,17246,18403
s,16326,26642,24921,17386,16868,19801,18165,14939,13386,16804
s,16325,26651,22931,17380,16867,19801,18179,15042,13514,16965
s,16324,12230,15792,17073,16824,26714,18447,14951,13098,16699
s,16324,12940,15911,17647,16734,19931,19827,16252,17256,18384
s,16324,12940,15908,17651,16739,19931,19827,16252,16960,18384
s,16324,12941,15904,17661,16735,23810,19831,16257,16761,18391
